Ill Tempered String Quartet - A Vademecum For The Amateur Musician,Lester Chafetz,30.95,9780786421510,MRB,2005
Inner Sanctum Mysteries - Behind The Creaking Door,Martin Grams Jr.,17.95,0970331037,MRB,2005
Jefferson Airplane - Got a Revolution!: The Turbulent Flight of Jefferson Airplane,Jeff Tamarkin,3.95,0634056786,MRB,2005
Jews Who Rock,Guy Oseary,2.95,0312272677,MRB,2005
Kiss - Hotter Than Hell,Paul Elliott,5.95,1560254181,MRB,2005
Kiss - Kiss and Sell: The Making of a Supergroup,C.K. Lendt,5.95,0823075516,MRB,2005
Klezmer! Jewish Music From Old World To Our World,Henry Sapoznik,14.95,0825671914,MRB,2005
Land of A Thousand Dances - Chicano Rock 'N' Roll From Southern California,David Reyes & Tom Waldman,4.95,0826318835,MRB,2005
Little Richard - Life And Times of Little Richard,Charles White,4.95,0711997616,MRB,2005
Pink Floyd Encyclopedia,Vernon Fitch,22.95,1894959248,MRB,2005
Prisonaires: Just Walkin' In The Rain,Jay Warner,4.95,1580631401,MRB,2005
Private Eyelashes - Radio's Lady Detectives,Jack French,14.95,0971457085,MRB,2005
Psychedelic Rock Files,Jerry Lucky,14.95,1896522971,MRB,2005
Real Deal - How To Get Signed To A Record Label,Daylle Deanna Schwartz,13.95,0823084051,MRB,2005
Rock Around the Clock - The Record that Started the Rock Revolution,Jim Dawson,12.95,087930829X,MRB,2005
Rock Posters - Swag: Rock Posters of the '90s,Spencer Drate,22.95,0810991152,MRB,2005
Rough Mix,Jimmy Bowen & Jim Jerome,4.95,0684807645,MRB,2005
Sex Pistols - The Filth And The Fury,Nat Jackley,4.95,0312264941,MRB,2005
Shadow - Walter G. Gibson & The Shadow,Thomas J. Shimeld,30.95,9780786423613,MRB,2005
Songs In The Key of Z - The Curious Universe of Outsider Music,Irwin Chusid,16.95,1556523726,MRB,2005
Soulsville U.S.A. - The Story of Stax Records,Rob Bowman,12.95,0825672848,MRB,2005
Sound of Detection - Ellery Queen's Adventures in Radio,Francis M. Nevins & Martin Grams Jr.,19.95,0970331029,MRB,2005
Steely Dan - Complete Guide to Their Music,Brian Sweet,4.95,184449425X,MRB,2005
Suspense - Twenty Years of Thrills and Chills,Martin Grams Jr.,24.95,1575026759,MRB,2005
Swing - 1500 Recordings Reviewed & Rated,Scott Yanow,4.95,0879306009,MRB,2005
Taboo Tunes - A History of Banned Bands & Censored Songs,Peter Blecha,11.95,0879307927,MRB,2005
They Fought The Law - Rock Music Goes To Court,Stan Soocher,4.95,0128647319,MRB,2005
Tombstone Blues - The Encyclopedia of Rock Obituaries,Nick Talevski,4.95,0711983097,MRB,2005
Tombstone Tourist - Musicians,Scott Stanton,5.95,0743463307,MRB,2005
Top 500 Metal Songs of All Time,Martin Popoff,14.5,1550225308,MRB,2005
Turn! Turn! Turn! - The '60S Folk-Rock Revolution,Richie Unterberger,12.95,087930703X,MRB,2005
Urban Legends of Rock & Roll,Dale Sherman,11.95,1896522785,MRB,2005
Urban Spacemen And Wayfaring Strangers - Overlooked Innovators And Eccentric Visionaries of '60S Rock,Richie Unterberger,14.95,0879306165,MRB,2005
VH1 - Behind the Music: The Day the Music Died,Martin Huxley & Quinton Skinner,4.95,0671039628,MRB,2005
Way To Tin Pan Alley,Nicholas E. Tawa,4.95,0028725417,MRB,2005
Who - Concert File,Joe McMichael & 'Irish' Jack Lyons,8.95,1844490092,MRB,2005
Who Sang Our Songs? The Official Rhythm & Blues And Doo-Wop Songography,Douglas E. Friedman & Anthony J. Gribin,20,0971397902,MRB,2005
Yardbirds - Ultimate Rave-Up,Greg Russo,16.95,0964815788,MRB,2005
AC / DC - Two Sides to Every Glory,Paul Stenning,14.95,1842403087,MRB,2006
Baby Snooks Scripts,Philip Rapp,11.95,1932133801,MRB,2006
Bickersons - Biography of Radio's Wittiest Program,Ben Ohmart,16.95,1593930089,MRB,2006
Black History - On This Day in Black Music History,Jay Warner,12.95,0634099264,MRB,2006
Deep Purple - Complete Deep Purple,Michael Heatley,24.95,1903111994,MRB,2006
Donovan - Autobiography of Donovan: Hurdy Gurdy Man,Donovan Leitch,5.95,0312352122,MRB,2006
Esteban's Complete Guitar Course for Beginners,Esteban,19.95,1402732171,MRB,2006
Grammys - Ultimate Unofficial Guide To Music's Highest Honor,Thomas O'Neil,4.95,0399524770,MRB,2006
Heavy Metal Thunder,James Sherry & Neil Aldis,15.95,0811853535,MRB,2006
Hopalong Cassidy - Jingle of the Silver Spurs: Hopalong Cassidy Radio Program (1950-52),Bernard A. Drew,11.95,1593930267,MRB,2006
Intimate Nights - Golden Age of New York Cabaret,James Gavin,15.95,0823088251,MRB,2006
Led Zeppelin - Concert File,Dave Lewis & Simon Pallett,9.95,1844496597,MRB,2006
Let's Pretend and the Golden Age of Radio,Arthur Anderson,16.95,1593930194,MRB,2006
Little Feat - Rock and Roll Doctor: Lowell George and Little Feat,Mark Brend,14.95,0879307269,MRB,2006
Magical Mystery Tours: My Life With The Beatles,Tony Bramwell,5.95,031233043X,MRB,2006
Metallica - Complete Guide to their Music,Malcolm Dome & Mick Wall,4.95,1844499812,MRB,2006
Metallica - Metallica,Ross Halfin,19.95,190339984X,MRB,2006
New York Dolls - Too Much Too Soon,Nina Antonia,9.95,1844499847,MRB,2006
Off The Record: Songwriters on Songwriting (Includes 2-CDs),Graham Nash,14.95,0740726781,MRB,2006
Philadelphia - City of Music,James Rosin,14.95,1933822007,MRB,2006
Ramones - Ramones,Chip Dayton (Photographer),14.95,1903399815,MRB,2006
Rocklopedia Fakebandica,T. Mike Childs,5.95,031232944X,MRB,2006
Roxy Music - Both Ends Burning,Jonathan Rigby,22.95,1903111803,MRB,2006
Swing Book,Degen Penner,3.95,0316698024,MRB,2006
This is Uncool - 500 Greatest Singles Since Punk and Disco,Garry Mulholland,14.95,1844031055,MRB,2006
Vic & Sade - The Story of Vic & Sade,Bill Idelson,19.95,1593930615,MRB,2006
While My Guitar Gently Weeps - Music of George Harrison,Simon Leng,16.95,1423406095,MRB,2006
Wireless Radio - A History,Lewis Coe,30.95,9780786426621,MRB,2006
Abba - Mamma Mia: How Can I Resist You? The Inside Story of Mamma Mia! And The Songs of ABBA,Benny Andersson & Bjorn Ulvaeus & Judy Craymer,24.95,0297844210,MRB,2007
AC/DC - Let There Be Rock - The Story of AC/DC,Susan Masino,16.95,0825634695,MRB,2007
After The Ball - Pop Music From Rag To Rock,Ian Whitcomb,13.95,087910063X,MRB,2007
Alive At The Village Vanguard,Lorraine Gordon & Barry Singer,19.95,0634073990,MRB,2007
American Troubadours - Groundbreaking Singer Songwriters of The 60s,Mark Brend,5.95,0879306416,MRB,2007
Andrews Sisters - A Biography And Career Record,H. Arlo Nimmo,35.95,9780786432608,MRB,2007
Beatles - Diary: An Intimate Day By Day History (Oversized Edition/Hardcover),Barry Miles,18.95,1572150106,MRB,2007
Beatles - Fab Four FAQ,Stuart Shea & Robert Rodriguez,16.95,1423421388,MRB,2007
Beatles - Meet The Beatles,Steven D. Stark,5.95,0060008938,MRB,2007
Beatles - Press Reports,W. Fraser Sandercombe,15.95,9781894959612,MRB,2007
Bebop - Third Ear: The Essential Listening Companion,Scott Yanow,5.95,0879306084,MRB,2007
Billboard - Top 1000 Hits of the Rock Era 1955-2005,Joel Whitburn,11.95,1423409191,MRB,2007
Billboard Pop Charts 1955-1959,Joel Whitburn,49.95,089820092X,MRB,2007
Boogaloo - Quintessence of American Popular Music,Arthur Kempton,5.95,0375406123,MRB,2007
Chess Records - Machers And Rockers,Rich Cohen,5.95,039305280X,MRB,2007
Clash - Rock Retrospectives,Ray Lowry & Ben Myers,19.95,9781906283360,MRB,2007
Classic Guitars Identification And Price Guide,Nick Freeth,16.99,0896895297,MRB,2007,
Classic Rock Drummers (Includes Lessons CD),Ken Micallef & Donnie Marshall,16.95,0879309075,MRB,2007
Creedence Clearwater Revival - Bad Moon Rising: The Unauthorized History of Creedence Clearwater Revival,Hank Bordowitz,14.95,155652661X,MRB,2007
Cure - Never Enough,Jeff Apter,7.95,0825673402,MRB,2007
Diary of A Mad Playwright,James Kirkwood,14.95,1557835675,MRB,2007
Dirty Little Secrets Of The Record Business - Why So Much Music You Hear Sucks,Hank Bordowitz,19.95,1556526431,MRB,2007
Duran Duran - Notorious: The Unauthorised Biography,Steve Malins,12.95,0233001751,MRB,2007
Exploding,Stan Cornyn & Paul Scanlon,5.95,0380814773,MRB,2007
Fleetwood Mac - Storms: My Life With Lindsey Buckingham And Fleetwood Mac,Carol Ann Harris,14.95,9781556527906,MRB,2007
Get Media Airplay,Rick Davis,9.95,1423413083,MRB,2007
Getting Signed! - An Insider's Guide To The Record Industry,George Howard,17.95,0876390459,MRB,2007
Group Harmony: Echoes of the Rhythm & Blues Era,Todd R. Baptista,19.98,0977379833,MRB,2007
Hornes - An American Family,Gail Lumet Buckley,14.95,1557835640,MRB,2007
House On Fire - The Rise And Fall of Philadelphia Soul,John A. Jackson,7.95,0195149726,MRB,2007
How To Have Your Hit Song Published,Jay Warner,12.95,1423411994,MRB,2007
Kinks - A Very English Band,Neville Marten & Jeff Hudson,12.95,0825673518,MRB,2007
Leaving The 20th Century - The Last Rites of Rock 'N' Roll,Dave Henderson & Howard Johnson,5.95,190279902X,MRB,2007
Mom Have You Seen My Leather Pants?,Craig A. Williams,11.95,9780307342126,MRB,2007
Night Moves - Pop Music In The Late '70s,Don Breithaupt & Jeff Breithaupt,4.95,0312198213,MRB,2007
Original Marvelettes - Motown's Mystery Girl Group,Marc Taylor,12.95,0965232859,MRB,2007
Pink Floyd - Early Years,Barry Miles,17.95,1846094445,MRB,2007
Ramones - On The Road With The Ramones,Monte A. Melnick & Frank Meyer,19.95,9781847721037,MRB,2007
Rockabilly Legends - They Called It Rockabilly Long Before They Called It Rock And Roll (Includes Bonus DVD),Jerry Naylor & Steve Halliday,26.95,142342042X,MRB,2007
Rolling Stones - Origin of The Species,Alan Clayson,15.95,9781842403891,MRB,2007
Sex Pistols - 90 Days At EMI,Brian Southall,9.95,9781846097799,MRB,2007
Sound and the Fury: 40 Years of Classic Rock Journalism,Barney Hoskins & Barney Hoskyns,5.95,1582342822,MRB,2007
Standells - Love That Dirty Water! The Standells And The Improbable Red Sox Victory Anthem,Chuck Burgess & Bill Nowlin,12.95,1579401465,MRB,2007
Tennessee Music - Its People And Places,Peter Coats Zimmerman,5.95,0879305339,MRB,2007
The Pilgrim Jubilees,Alan Young,5.95,1578064163,MRB,2007
Touch of Classic Soul 1 - Soul Singers of The Early 1970s,Marc Taylor,11.95,0965232840,MRB,2007
Troggs - Rock's Wild Things - Troggs Files,Alan Clayson & Jacqueline Ryan,4.95,1900924196,MRB,2007
Unknown Legends of Rock'N'Roll (Includes Audio CD),Richie Unterberger,16.95,0879305347,MRB,2007
Velvet Underground - The Rough Guide To The Velvet Underground,Peter Hogan,12.95,9781843535881,MRB,2007
20th Century Rock And Roll - Progressive Rock,Jerry Lucky,11.95,1896522203,MRB,2008
AC/DC - The Encyclopaedia,Malcolm Dome & Jerry Ewing,16.95,9781842404362,MRB,2008
American Big Bands,William F. Lee,16.95,0634080547,MRB,2008
Beach Boys - Wouldn't it be Nice: Brian Wilson and the Making of the Beach Boys' Pet Sounds,Charles Granata,12.95,1556525079,MRB,2008
Beatles - Beatles Gear,Andy Babiuk,24.95,0879307315,MRB,2008
Beatles - Beatles On Television (Rex Collections),Jeff Bench & Ray Tedman,34.95,9781905287512,MRB,2008
Beatles - The Unreleased Beatles: Music & Film,Richie Unterberger,26.95,9780879308926,MRB,2008
Billboard - Top Country Songs 1944-2005,Joel Whitburn,49.95,0898201659,MRB,2008
Billboard Top Adult Songs 1961-2006,Joel Whitburn,39.95,0898201691,MRB,2008
Bjork - Wow And Flutter,Mark Pytlik,14.95,1550225561,MRB,2008
Chasin' That Devil Music - Searching For The Blues [With Bonus CD],Gayle Dean Wardlow,14.95,9780879305529,MRB,2008
Goldmine Records & Prices (4th Edition),Peter Lindblad,16.99,0896896196,MRB,2008
Great Radio Audience Participation Shows - Seventeen Programs From The 1940S And 1950S,Jim Cox,35.95,9780786440467,MRB,2008
Great Radio Soap Operas,Jim Cox,35.95,9780786438655,MRB,2008
Guerrilla Home Recording: How to Get Great Sound From Any Studio (Second Edition),Karl Coryat,19.95,9781423454465,MRB,2008
Halfway To Paradise - The Birth of British Rock,Alwyn W. Turner,39.95,9781851775538,MRB,2008
Heart - Heart in the Studio,Jake Brown,16.95,9781550228311,MRB,2008
I Hate New Music,David Thompson,19.39,9780879309350,MRB,2008
Iron Maiden - 30 Years of the Beast,Paul Stenning,16.95,1842403613,MRB,2008
Jazz Singers - The Ultimate Guide,Scott Yanow,17.95,9780879308254,MRB,2008
Join Together: Forty Years of the Rock Music Festival,Marley Brant,19.95,9780879309268,MRB,2008
Kinks - All Day And All of The Night,Doug Hinman,19.95,087930765X,MRB,2008
Led Zeppelin: The Story of a Band and Their Music 1968-1980,Matteo Molinari & Jim Kamm & Keith Shadwick,22.95,0879308710,MRB,2008
New York Dolls - Photographs By Bob Gruen,Bob Gruen (Photographs) & Legs McNeil (Commentary Collection) & Morrissey (Awd.),22.95,9780810972711,MRB,2008
Notable Moments of Women in Music,Jay Warner,16.95,9781423429517,MRB,2008
Official Book of Punk Rock Lists,Amy Wallace & Handsome Dick Manitoba,14.95,0879309199,MRB,2008
On This Day in Music History,Jay Warner,16.95,0634066935,MRB,2008
Pink Floyd - Black Strat: A History Of David Gilmour's Black Fender Stratocaster,Phil Taylor,26.95,9781423445593,MRB,2008
Pretty Vacant: A History of UK Punk,Phil Strongman,13.95,9781556527524,MRB,2008
Punk Diary: The Ultimate Trainspotter's Guide to Underground Rock 1970-1982,George Gimarc,19.95,0879308486,MRB,2008
Radio's Morning Show Personalities - Early Hour Broadcasters And Deejays From The 1920S To The 1990S,Philip A. Lieberman,34.65,9780786440603,MRB,2008
Revolutions In Sound - Warner Bros. Records: The First Fifty Years,Warren Zanes,34.95,9780811866286,MRB,2008
Roxy Music - Thrill of It All: The Story of Bryan Ferry & Roxy Music,David Buckley,14.95,1556525745,MRB,2008
Sly & The Family Stone - I Want to Take You Higher: The Life and Times of Sly & The Family Stone,Jeff Kaliss,19.95,9780879309343,MRB,2008
Songwriters - A Biographical Dictionary With Discographies,Nigel Harrison,66.95,9780786441020,MRB,2008
Supremes - The Story of The Supremes,Daryl Easlea,16.95,9781851775521,MRB,2008
Tell the Truth Until They Bleed: Coming Clean in the Dirty World of Blues and Rock 'n' Roll,Josh Alan Friedman,16.95,9780879309329,MRB,2008
Touch Me I'm Sick: The 52 Creepiest Love Songs You've Ever Heard,Tom Reynolds,10.95,9781556527531,MRB,2008
Whitburn's Music Yearbook 2005-2006,Joel Whitburn,34.95,0898201705,MRB,2008
25 Albums That Rocked The World,Chris Charlesworth & Peter Doggett,3.95,9781847726261,MRB,2009
America Dances - Historical Postcards From The Library of Congress,Pomegranate Publishing,3.95,0764936417,MRB,2009
And Party Every Day - The Inside Story of Casablanca Records,Larry Harris with Curt Gooch and Jeff Suhs,19.95,9780879309824,MRB,2009
Battle of The Band Names,Bart Bull,11.95,9780810996403,MRB,2009
Beatles - Beatle Books: From Genesis To Revolution,W. Fraser Sandercombe,21.95,9781926592008,MRB,2009
Beatles - Beatlemania Forever,W. Fraser Sandercombe,22.95,9781894959780,MRB,2009
Beatles - Beatles: A Diary,Barry Miles,19.95,9781847720825,MRB,2009
Beatles - Revolution In The Head: The Beatles' Records And The Sixties,Ian MacDonald,13.95,1556527330,MRB,2009
Beatles - Revolver: The Secret History of The Beatles,Geoffrey Giuliano & Avalon Giuliano,19.95,1844541606,MRB,2009
Beatles - The Lennon Prophecy: A New Examination of The Death Clues of The Beatles,Joseph Niezgoda,15.95,9780942257458,MRB,2009
Billboard's Rock Tracks 1981-2002,Joel Whitburn,39.95,0898201535,MRB,2009
Book Of Rock Quotes,Michael Heatley,3.95,9781847724182,MRB,2009
By The Time We Got To Woodstock,Bruce Pollock,16.95,9780879309794,MRB,2009
Goldmine Price Guide To 45 RPM Records [7th Edition],Martin Popoff,27.95,0896899586,MRB,2009
Goldmine Promo Record & CD Price Guide [2nd Edition],Fred Heggeness,7.95,0873416341,MRB,2009
Goldmine Record Album Price Guide (6th Edition),Tim Neely,21.99,1440203733,MRB,2009
Goldmine Record Album Price Guide [5th Edition],Tim Neely,19.95,0896895327,MRB,2009
Great Pretenders - My Strange Love Affair With '50s Pop Music,Karen Schoemer,4.95,0743272463,MRB,2009
Hit Singles - Top 20 Charts From 1954 To The Present Day,Dave McAleer,18.95,0879308087,MRB,2009
I'm The Greatest Star - Broadway's Top Musical Legends From 1900 To Today,Robert Viagas,24.95,9781557837271,MRB,2009
Led Zeppelin - Photographs By Neal Preston,Neal Preston & Cynthia Fox,24.95,9781847726490,MRB,2009
Morrissey - Meetings With Morrissey [Very Limited Supply],Len Brown,8.95,9781847723765,MRB,2009
Pink Floyd - Pink Floyd FAQ: Everything Left To Know...And More!,Stuart Shea,16.95,0743272463,MRB,2009
Sonic Boom - The History of Northwest Rock From Louie Louie To Smells Like Teen Spirit,Peter Blecha,14.95,9780879309466,MRB,2009
Steely Dan - Reelin' In The Years,Brian Sweet,5.95,9781846098819,MRB,2009
U2 - U2: A Diary,Matt McGee,24.95,9781847721082,MRB,2009
